1805,Quảng Phú,Phường Quảng Phú,13
1806,Tân Minh,Xã Tân Minh,14
1807,Trường Long,Xã Trường Long,15
1808,Đan Điền,Xã Đan Điền,16
1809,An Phú,Xã An Phú,17
1810,Hạp Lĩnh,Phường Hạp Lĩnh,18
1811,Đất Mới,Xã Đất Mới,19
1812,Cốc Pàng,Xã Cốc Pàng,20
1813,Phú Yên,Phường Phú Yên,21
1814,Mường Chà,Xã Mường Chà,22
1815,Xuân Đông,Xã Xuân Đông,23
1816,Tân Hồng,Xã Tân Hồng,24
1817,Ia Dom,Xã Ia Dom,25
1818,Vũng Áng,Phường Vũng Áng,26
1819,Hoàng Hoa Thám,Xã Hoàng Hoa Thám,27
1820,Vạn Thắng,Xã Vạn Thắng,28
1821,Lê Lợi,Xã Lê Lợi,29
1822,Hòa Thắng,Xã Hòa Thắng,30
1823,Tràng Định,Xã Tràng Định,31
1824,Cát Thịnh,Xã Cát Thịnh,32
1825,Bình Chuẩn,Xã Bình Chuẩn,33
1826,Tiên Sơn,Phường Tiên Sơn,34
1827,Thống Nhất,Phường Thống Nhất,35
1828,Ia Đal,Xã Ia Đal,36
1829,Hải Hòa,Xã Hải Hòa,37
1830,Ba Đồn,Phường Ba Đồn,38
1831,Ngọc Chiến,Xã Ngọc Chiến,39
1832,Tân Châu,Xã Tân Châu,40
1833,Tích Lương,Phường Tích Lương,41
1834,Sơn Điện,Xã Sơn Điện,42
1835,Tiên Nguyên,Xã Tiên Nguyên,43
1836,Bình Minh,Phường Bình Minh,44
2059,Xuân Phương,Phường Xuân Phương,11
2060,An Thới Đông,Xã An Thới Đông,12
2061,Hương Trà,Phường Hương Trà,13
2062,Hải An,Phường Hải An,14
2063,Long Tuyền,Phường Long Tuyền,15
2064,Quảng Điền,Xã Quảng Điền,16
2065,Bình Giang,Xã Bình Giang,17
2066,Nam Sơn,Phường Nam Sơn,18
2067,Năm Căn,Xã Năm Căn,19
2068,Cô Ba,Xã Cô Ba,20
2069,Xuân Đài,Phường Xuân Đài,21
2070,Nà Bủng,Xã Nà Bủng,22
2071,Bù Gia Mập,Xã Bù Gia Mập,23
2072,Tân Thành,Xã Tân Thành,24
2073,Ia Nan,Xã Ia Nan,25
2074,Sông Trí,Phường Sông Trí,26
2075,Tiên Lữ,Xã Tiên Lữ,27
2076,Đại Lãnh,Xã Đại Lãnh,28
2077,Nậm Hàng,Xã Nậm Hàng,29
2078,Phú Quý,Đặc Khu Phú Quý,30
2079,Quốc Khánh,Xã Quốc Khánh,31
2080,Ngũ Chỉ Sơn,Xã Ngũ Chỉ Sơn,32
2081,Châu Bình,Xã Châu Bình,33
2082,Mỹ Lộc,Phường Mỹ Lộc,34
2083,Đạo Trù,Xã Đạo Trù,35
2084,Ia Tơi,Xã Ia Tơi,36
2085,Hà An,Phường Hà An,37
2086,Bắc Gianh,Phường Bắc Gianh,38
2087,Mường Lèo,Xã Mường Lèo,39
2088,Tân Thành,Xã Tân Thành,40
2089,Linh Sơn,Phường Linh Sơn,41
2090,Sơn Thủy,Xã Sơn Thủy,42
2091,Vị Xuyên,Xã Vị Xuyên,43
2092,Tam Bình,Xã Tam Bình,44
2315,Đại Xuyên,Xã Đại Xuyên,11
2316,Bình Khánh,Xã Bình Khánh,12
2317,Bàn Thạch,Phường Bàn Thạch,13
2318,Nam Đồ Sơn,Phường Nam Đồ Sơn,14
2319,Cái Khế,Phường Cái Khế,15
2320,Hương Trà,Phường Hương Trà,16
2321,Bình Sơn,Xã Bình Sơn,17
2322,Từ Sơn,Phường Từ Sơn,18
2323,Đầm Dơi,Xã Đầm Dơi,19
2324,Khánh Xuân,Xã Khánh Xuân,20
2325,Dray Bhăng,Xã Dray Bhăng,21
2326,Chà Tở,Xã Chà Tở,22
2327,Thanh Sơn,Xã Thanh Sơn,23
2328,Tân Hộ Cơ,Xã Tân Hộ Cơ,24
2329,Ia Pnôn,Xã Ia Pnôn,25
2330,Hà Huy Tập,Phường Hà Huy Tập,26
2331,Tiên Hoa,Xã Tiên Hoa,27
2332,Bắc Cam Ranh,Phường Bắc Cam Ranh,28
2333,Mường Kim,Xã Mường Kim,29
2334,Hồng Thái,Xã Hồng Thái,30
2335,Kháng Chiến,Xã Kháng Chiến,31
2336,Khao Mang,Xã Khao Mang,32
2337,Lượng Minh,Xã Lượng Minh,33
2338,Hoa Lư,Phường Hoa Lư,34
2339,Phúc Yên,Phường Phúc Yên,35
2340,Tây Trà Bồng,Xã Tây Trà Bồng,36
2341,Liên Hòa,Phường Liên Hòa,37
2342,Nam Gianh,Xã Nam Gianh,38
2343,Tô Hiệu,Phường Tô Hiệu,39
2344,Tân Phú,Xã Tân Phú,40
2345,Phúc Thuận,Phường Phúc Thuận,41
2346,Tam Lư,Xã Tam Lư,42
2347,Cao Bồ,Xã Cao Bồ,43
2348,Ngãi Tứ,Xã Ngãi Tứ,44
2571,Phương Liệt,Phường Phương Liệt,11
2572,Bàn Cờ,Phường Bàn Cờ,12
2573,Tây Hồ,Xã Tây Hồ,13
2574,Dương Kinh,Phường Dương Kinh,14
2575,An Bình,Phường An Bình,15
2576,Kim Trà,Phường Kim Trà,16
2577,Mỹ Hòa Hưng,Xã Mỹ Hòa Hưng,17
2578,Tam Sơn,Phường Tam Sơn,18
2579,Cái Nước,Xã Cái Nước,19
2580,Xuân Trường,Xã Xuân Trường,20
2581,Buôn Đôn,Xã Buôn Đôn,21
2582,Si Pa Phìn,Xã Si Pa Phìn,22
2583,Xuân Lộc,Xã Xuân Lộc,23
2584,An Phước,Xã An Phước,24
2585,Canh Vinh,Xã Canh Vinh,25
2586,Thành Sen,Phường Thành Sen,26
2587,Quang Hưng,Xã Quang Hưng,27
2588,Nam Cam Ranh,Xã Nam Cam Ranh,28
2589,Khoen On,Xã Khoen On,29
2590,Đạ Huoai 3,Xã Đạ Huoai 3,30
2591,Quốc Việt,Xã Quốc Việt,31
2592,Mù Cang Chải,Xã Mù Cang Chải,32
2593,Quỳnh Anh,Xã Quỳnh Anh,33
2594,Nam Hoa Lư,Phường Nam Hoa Lư,34
2595,Xuân Hòa,Phường Xuân Hòa,35
2596,Đông Sơn,Xã Đông Sơn,36
2597,Quang Hanh,Phường Quang Hanh,37
2598,Nam Ba Đồn,Xã Nam Ba Đồn,38
2599,Chiềng An,Phường Chiềng An,39
2600,Tân Ninh,Phường Tân Ninh,40
2601,Thành Công,Xã Thành Công,41
2602,Tam Thanh,Xã Tam Thanh,42
2603,Mèo Vạc,Xã Mèo Vạc,43
2604,Trà Ôn,Xã Trà Ôn,44
2827,Tùng Thiện,Phường Tùng Thiện,11
2828,Xuân Hòa,Phường Xuân Hòa,12
2829,Chiên Đàn,Xã Chiên Đàn,13
2830,Đông Hải,Phường Đông Hải,14
2831,Tân Lộc,Phường Tân Lộc,15
2832,Bình Điền,Xã Bình Điền,16
2833,Nhơn Hội,Xã Nhơn Hội,17
2834,Đồng Nguyên,Phường Đồng Nguyên,18
2835,Hưng Mỹ,Xã Hưng Mỹ,19
2836,Huy Giáp,Xã Huy Giáp,20
2837,Ea KTur,Xã Ea KTur,21
2838,Mường Lay,Phường Mường Lay,22
2839,Xuân Thành,Xã Xuân Thành,23
2840,An Bình,Phường An Bình,24
2841,An Hòa,Xã An Hòa,25
2842,Sơn Hồng,Xã Sơn Hồng,26
2843,Đoàn Đào,Xã Đoàn Đào,27
2844,Phước Dinh,Xã Phước Dinh,28
2845,Than Uyên,Xã Than Uyên,29
2846,Xuân Hương-Đà Lạt,Phường Xuân Hương-Đà Lạt,30
2847,Bình Gia,Xã Bình Gia,31
2848,Púng Luông,Xã Púng Luông,32
2849,Anh Sơn,Xã Anh Sơn,33
2850,Đông Hoa Lư,Phường Đông Hoa Lư,34
2851,Lương Sơn,Xã Lương Sơn,35
2852,Lý Sơn,Đặc Khu Lý Sơn,36
2853,Tuần Châu,Phường Tuần Châu,37
2854,Dân Hóa,Xã Dân Hóa,38
2855,Chiềng Sinh,Phường Chiềng Sinh,39
2856,Bình Minh,Phường Bình Minh,40
2857,Tân Thành,Xã Tân Thành,41
2858,Quang Chiểu,Xã Quang Chiểu,42
2859,Thuận Hòa,Xã Thuận Hòa,43
2860,Trà Côn,Xã Trà Côn,44
3083,Đoài Phương,Xã Đoài Phương,11
3084,Bình Đông,Phường Bình Đông,12
3085,Phú Ninh,Xã Phú Ninh,13
3086,Đường An,Xã Đường An,14
3087,Ninh Kiều,Phường Ninh Kiều,15
3088,Kim Long,Phường Kim Long,16
3089,Phú Hữu,Xã Phú Hữu,17
3090,Phù Khê,Phường Phù Khê,18
3091,Lương Thế Trân,Xã Lương Thế Trân,19
3092,Quảng Lâm,Xã Quảng Lâm,20
3093,Vụ Bổn,Xã Vụ Bổn,21
3094,Na Sang,Xã Na Sang,22
3095,Xuân Bắc,Xã Xuân Bắc,23
3096,Hồng Ngự,Phường Hồng Ngự,24
3097,Phù Mỹ Đông,Xã Phù Mỹ Đông,25
3098,Sơn Tây,Xã Sơn Tây,26
3099,Tiên Tiến,Xã Tiên Tiến,27
3100,Nha Trang,Phường Nha Trang,28
3101,Mường Than,Xã Mường Than,29
3102,Cam Ly-Đà Lạt,Phường Cam Ly-Đà Lạt,30
3103,Tân Văn,Xã Tân Văn,31
3104,Trạm Tấu,Xã Trạm Tấu,32
3105,Yên Xuân,Xã Yên Xuân,33
3106,Tam Điệp,Phường Tam Điệp,34
3107,Cao Phong,Xã Cao Phong,35
3108,Tịnh Khê,Xã Tịnh Khê,36
3109,Hà Tu,Phường Hà Tu,37
3110,Kim Điền,Xã Kim Điền,38
3111,Mộc Sơn,Phường Mộc Sơn,39
3112,Châu Thành,Xã Châu Thành,40
3113,Kha Sơn,Xã Kha Sơn,41
3114,Tam Chung,Xã Tam Chung,42
3115,Thượng Sơn,Xã Thượng Sơn,43
3116,Cái Nhum,Xã Cái Nhum,44
3339,Gia Lâm,Xã Gia Lâm,11
3340,Phú Thuận,Phường Phú Thuận,12
3341,Lãnh Ngọc,Xã Lãnh Ngọc,13
3342,Thượng Hồng,Xã Thượng Hồng,14
3343,Tân An,Phường Tân An,15
3344,Hương An,Phường Hương An,16
3345,Tiên Hải,Xã Tiên Hải,17
3346,Thuận Thành,Phường Thuận Thành,18
3347,Phú Mỹ,Xã Phú Mỹ,19
3348,Nam Quang,Xã Nam Quang,20
3349,Krông Nô,Xã Krông Nô,21
3350,Mường Tùng,Xã Mường Tùng,22
3351,La Ngà,Xã La Ngà,23
3352,Thường Lạc,Phường Thường Lạc,24
3353,Quy Nhơn Đông,Phường Quy Nhơn Đông,25
3354,Sơn Giang,Xã Sơn Giang,26
3355,Tống Trân,Xã Tống Trân,27
3356,Bắc Nha Trang,Phường Bắc Nha Trang,28
3357,Pắc Ta,Xã Pắc Ta,29
3358,Lâm Viên-Đà Lạt,Phường Lâm Viên-Đà Lạt,30
3359,Hồng Phong,Xã Hồng Phong,31
3360,Hạnh Phúc,Xã Hạnh Phúc,32
3361,Nhân Hòa,Xã Nhân Hòa,33
3362,Yên Sơn,Phường Yên Sơn,34
3363,Mường Thàng,Xã Mường Thàng,35
3364,Trương Quang Trọng,Phường Trương Quang Trọng,36
3365,An Sinh,Phường An Sinh,37
3366,Kim Phú,Xã Kim Phú,38
3367,Vân Sơn,Phường Vân Sơn,39
3368,Đức Lập,Xã Đức Lập,40
3369,Tân Khánh,Xã Tân Khánh,41
3370,Nhi Sơn,Xã Nhi Sơn,42
3371,Tùng Bá,Xã Tùng Bá,43
3372,Tân Long Hội,Xã Tân Long Hội,44
3595,Suối Hai,Xã Suối Hai,11
3596,Tân Mỹ,Phường Tân Mỹ,12
3597,Tiên Phước,Xã Tiên Phước,13
3598,Bình Giang,Xã Bình Giang,14
3599,Thới An Đông,Phường Thới An Đông,15
3600,Phú Xuân,Phường Phú Xuân,16
3601,Long Xuyên,Phường Long Xuyên,17
3602,Mão Điền,Phường Mão Điền,18
3603,Hồ Thị Kỷ,Xã Hồ Thị Kỷ,19
3604,Lý Bôn,Xã Lý Bôn,20
3605,Ea Trang,Xã Ea Trang,21
3606,Pa Ham,Xã Pa Ham,22
3607,Định Quán,Xã Định Quán,23
3608,Thường Phước,Xã Thường Phước,24
3609,Tây Sơn,Xã Tây Sơn,25
3610,Sơn Tiến,Xã Sơn Tiến,26
3611,Lương Bằng,Xã Lương Bằng,27
3612,Ninh Chử,Phường Ninh Chử,28
3613,Nậm Sỏ,Xã Nậm Sỏ,29
3614,Xuân Trường-Đà Lạt,Phường Xuân Trường-Đà Lạt,30
3615,Hoa Thám,Xã Hoa Thám,31
3616,Phình Hồ,Xã Phình Hồ,32
3617,Anh Sơn Đông,Xã Anh Sơn Đông,33
3618,Trung Sơn,Phường Trung Sơn,34
3619,Thung Nai,Xã Thung Nai,35
3620,An Phú,Xã An Phú,36
3621,Vĩnh Thực,Xã Vĩnh Thực,37
3622,Minh Hóa,Xã Minh Hóa,38
3623,Thảo Nguyên,Phường Thảo Nguyên,39
3624,Mỹ Hạnh,Xã Mỹ Hạnh,40
3625,Đồng Hỷ,Xã Đồng Hỷ,41
3626,Pù Nhi,Xã Pù Nhi,42
3627,Việt Lâm,Xã Việt Lâm,43
3628,Nhơn Phú,Xã Nhơn Phú,44
3851,Ba Vì,Xã Ba Vì,11
3852,Phú Định,Phường Phú Định,12
3853,Thạnh Bình,Xã Thạnh Bình,13
3854,Gia Phúc,Xã Gia Phúc,14
3855,Cái Răng,Phường Cái Răng,15
3856,Thuận An,Phường Thuận An,16
3857,Bình Đức,Phường Bình Đức,17
3858,Trạm Lộ,Phường Trạm Lộ,18
3859,Trần Văn Thời,Xã Trần Văn Thời,19
3860,Bảo Lâm,Xã Bảo Lâm,20
3861,Ea H'Leo,Xã Ea H'Leo,21
3862,Nậm Nèn,Xã Nậm Nèn,22
3863,Phú Vinh,Xã Phú Vinh,23
3864,Long Khánh,Xã Long Khánh,24
3865,Ia Chia,Xã Ia Chia,25
3866,Hương Sơn,Xã Hương Sơn,26
3867,Nghĩa Dân,Xã Nghĩa Dân,27
3868,Vĩnh Hải,Xã Vĩnh Hải,28
3869,Tân Uyên,Xã Tân Uyên,29
3870,Lang Biang-Đà Lạt,Phường Lang Biang-Đà Lạt,30
3871,Quý Hòa,Xã Quý Hòa,31
3872,Liên Sơn,Xã Liên Sơn,32
3873,Vĩnh Tường,Xã Vĩnh Tường,33
3874,Yên Thắng,Phường Yên Thắng,34
3875,Đà Bắc,Xã Đà Bắc,35
3876,Cẩm Thành,Phường Cẩm Thành,36
3877,Quảng Hà,Xã Quảng Hà,37
3878,Tuyên Lâm,Xã Tuyên Lâm,38
3879,Đoàn Kết,Xã Đoàn Kết,39
3880,Tuyên Thạnh,Xã Tuyên Thạnh,40
3881,Quang Sơn,Xã Quang Sơn,41
3882,Công Chính,Xã Công Chính,42
3883,Quảng Nguyên,Xã Quảng Nguyên,43
3884,Bình Phước,Xã Bình Phước,44
4107,Cổ Đô,Xã Cổ Đô,11
4108,Chánh Hưng,Phường Chánh Hưng,12
4109,Sơn Cẩm Hà,Xã Sơn Cẩm Hà,13
4110,An Lão,Xã An Lão,14
4111,Hưng Phú,Phường Hưng Phú,15
4112,Hóa Châu,Phường Hóa Châu,16
4113,Mỹ Thới,Phường Mỹ Thới,17
4114,Trí Quả,Phường Trí Quả,18
4115,Nguyễn Phích,Xã Nguyễn Phích,19
4116,Yên Thổ,Xã Yên Thổ,20
4117,Ia Lốp,Xã Ia Lốp,21
4118,Mường Pồn,Xã Mường Pồn,22
4119,Phú Hòa,Xã Phú Hòa,23
4120,An Hòa,Xã An Hòa,24
4121,Ia O,Xã Ia O,25
4122,Tứ Mỹ,Xã Tứ Mỹ,26
4123,Đức Hợp,Xã Đức Hợp,27
4124,Cam Lâm,Xã Cam Lâm,28
4125,Mường Khoa,Xã Mường Khoa,29
4126,1 Bảo Lộc,Phường 1 Bảo Lộc,30
4127,Thiện Hòa,Xã Thiện Hòa,31
4128,Nghĩa Lộ,Phường Nghĩa Lộ,32
4129,Thành Bình Thọ,Xã Thành Bình Thọ,33
4130,Gia Viễn,Xã Gia Viễn,34
4131,Cao Sơn,Xã Cao Sơn,35
4132,Nghĩa Lộ,Phường Nghĩa Lộ,36
4133,Cái Chiên,Xã Cái Chiên,37
4134,Tuyên Sơn,Xã Tuyên Sơn,38
4135,Lóng Sập,Xã Lóng Sập,39
4136,Hậu Thạnh,Xã Hậu Thạnh,40
4137,Trại Cau,Xã Trại Cau,41
4138,Phú Xuân,Xã Phú Xuân,42
4139,Minh Ngọc,Xã Minh Ngọc,43
4140,An Bình,Xã An Bình,44
4363,Hoàng Liệt,Phường Hoàng Liệt,11
4364,Long Bình,Phường Long Bình,12
4365,Trà Liên,Xã Trà Liên,13
4366,Kiến Hải,Xã Kiến Hải,14
4367,Ô Môn,Phường Ô Môn,15
4368,Mỹ Thượng,Phường Mỹ Thượng,16
4369,Vĩnh Hậu,Xã Vĩnh Hậu,17
4370,Song Liễu,Phường Song Liễu,18
4371,Khánh An,Xã Khánh An,19
4372,Hạ Lang,Xã Hạ Lang,20
4373,Ia Rvê,Xã Ia Rvê,21
4374,Tủa Chùa,Xã Tủa Chùa,22
4375,Tà Lài,Xã Tà Lài,23
4376,Tam Nông,Xã Tam Nông,24
4377,Krong,Xã Krong,25
4378,Đức Minh,Xã Đức Minh,26
4379,Ân Thi,Xã Ân Thi,27
4380,Cam An,Xã Cam An,28
4381,Bản Bo,Xã Bản Bo,29
4382,2 Bảo Lộc,Phường 2 Bảo Lộc,30
4383,Thiện Thuật,Xã Thiện Thuật,31
4384,Trung Tâm,Phường Trung Tâm,32
4385,Con Cuông,Xã Con Cuông,33
4386,Đại Hoàng,Xã Đại Hoàng,34
4387,Đức Nhàn,Xã Đức Nhàn,35
4388,Trà Câu,Phường Trà Câu,36
4389,Điền Xá,Xã Điền Xá,37
